	Term_NDoc_Date	Sentence	Frame
100	18_103_2015-05-07	Gleichzeitig wird aber gefordert, der Bund alleine solle sämtliche Kosten für die Verfahren, für die Unterbringung und für die Versorgung der Asylbewerber übernehmen.	
101	18_103_2015-05-07	Über das novellierte Asylbewerberleistungsgesetz übernimmt der Bund jährlich Kosten von 43 Millionen Euro.	
102	18_103_2015-05-07	Der Freistaat Bayern zum Beispiel übernimmt vollständig die Kosten für die Unterbringung und Versorgung von Asylbewerbern.	
103	18_103_2015-05-07	Im ersten Quartal dieses Jahres wurden über 85 000 Asylanträge in Deutschland gestellt.	
104	18_103_2015-05-07	Das Bundesamt für Migration und Flüchtlinge hat in diesem Jahr bei 8 324 geprüften Asylanträgen von Serben in keinem einzigen Fall einen Schutzgrund festgestellt.	
105	18_103_2015-05-07	Bei 11 250 Entscheidungen über Asylanträge von Kosovaren wurde in nur einem einzigen Fall ein subsidiärer Schutzgrund festgestellt.	
106	18_103_2015-05-07	Nur wenn wir auch in den Herkunftsländern Fluchtursachen bekämpfen und wenn wir Fehlanreize in Deutschland beseitigen, dann werden wir unsere Kommunen dauerhaft und nachhaltig entlasten.	
107	18_103_2015-05-07	Ein wesentlicher Fehlanreiz ist die Vermischung von Asyl- und Arbeitsmigration.	
108	18_103_2015-05-07	Asyl dient ausschließlich dem Schutz verfolgter Menschen und nicht der Fachkräfteanwerbung.	
109	18_103_2015-05-07	Angesichts der steigenden Gesamtschutzquote, die aktuell bei 37 Prozent liegt, und der immer noch zu langen Verfahrensdauer müssen wir die Asylbewerber, bei denen Schutzgründe offensichtlich sind, schneller integrieren und ihnen schneller Integrations- und Sprachkurse zur Verfügung stellen.	
110	18_103_2015-05-07	Aber – auch das gehört dazu – bei aussichtslosen Asylanträgen müssen wir für eine schnelle und zügige Rückführung und dem vorgeschaltet auch für schnelle Verfahren Sorge tragen.	
111	18_103_2015-05-07	Um die Asylverfahren zu beschleunigen, hat das Bundesamt für Migration und Flüchtlinge im letzten Jahr 650 zusätzliche Stellen bekommen.	
112	18_103_2015-05-07	Wir sollten gemeinsam auf allen Ebenen dafür Sorge tragen, dass wir nicht nur die Symptome bekämpfen, dass wir nicht nur mehr Geld fordern, dass wir uns nicht auf Sprachkurse beschränken, sondern dass wir auch das Globale im Auge behalten, dass wir auch Europa noch mehr mit in die Verantwortung nehmen und die vielfältigen Ursachen anpacken.	
113	18_103_2015-05-07	Sie sind nicht die Asylprüfungsverfahrensinstanz.	
114	18_103_2015-05-07	Wo sind die Unterstützungsleistungen für Integration, für Traumaberatung der vielen Fliehenden, die traumatisiert sind?	
115	18_103_2015-05-07	Das zeigt, dass es nicht nur um deutsche Asylpolitik geht.	
116	18_103_2015-05-07	Das zeigt auch, dass es nicht nur um Asylpolitik geht.	
117	18_103_2015-05-07	Jetzt liegt das nur noch im zweistelligen Bereich, und das ohne die Ausweisung als sicherer Herkunftsstaat.	
118	18_103_2015-05-07	Wir wollen die Kommunen von den Kosten der Flüchtlingsunterbringung und Integration entlasten.	
119	18_103_2015-05-07	Artikel 16 a unseres Grundgesetzes zum Asylrecht ist schon einzigartig in dieser Welt, in unserer Welt.	
120	18_103_2015-05-07	Mein Landkreis stellt Geld für Integrationskurse, Sprachkurse zur Verfügung.	
121	18_103_2015-05-07	Integrationslotsen werden ausgebildet.	
122	18_103_2015-05-07	Wir müssen weitere sichere Herkunftsländer festlegen – das, was wir da haben, reicht noch nicht – oder andere Strukturen schaffen, die so gut und sicher sind, dass dies nicht nötig ist, um zu gewährleisten, dass Menschen, die nicht politisch verfolgt sind – ich beziehe mich auf Artikel 16 a des Grundgesetzes –, nicht mit der Begründung, hier Asyl zu beantragen, zu uns kommen können.	
123	18_103_2015-05-07	Für die Abschiebung sind die Länder zuständig.	
